year,box,attempt,species,id,sex,partner,laydate,hatchdate,clutch,hatched,fledged
2008,tc3,1,g,t177994,1,t640170,16,36,7,7,7
2008,ms45,1,g,t177995,1,t177999,28,46,6,4,4
2008,ms42,1,g,t177996,2,h300782,34,53,8,2,2
2008,ms59,1,g,t177997,2,tj25759,26,46,7,7,4
2008,ms45,1,g,t177999,2,t177995,28,46,6,4,4
2008,nl67,1,g,t184011,1,r156295,29,51,9,6,6
2008,wl62,1,g,t184064,2,,14,39,9,,0
2008,ww25,1,g,t184099,2,t184114,18,42,10,10,10
2008,ww25,1,g,t184114,1,t184099,18,42,10,10,10
2008,mp47,1,g,t550040,1,tb26724,15,35,8,8,8
2008,sw131,1,g,t550181,1,e018352,14,37,8,8,8
2008,mp36,1,g,t550195,1,tb26121,13,35,9,8,8
2008,b116,1,g,t640011,2,vf63499,24,43,7,7,7
2008,b145,1,g,t640012,1,r639486,25,49,8,7,0
2008,b227,1,g,t640065,2,t640066,19,43,8,6,6
2008,b227,1,g,t640066,1,t640065,19,43,8,6,6
2008,b109,1,g,t640067,2,k578069,19,40,8,8,8
2008,b38,1,g,t640068,1,tk25601,34,49,7,7,7
2008,b161,1,g,t640080,1,x235601,16,42,7,4,4
2008,b178,1,g,t640081,2,k578047,28,47,7,6,0
2008,b36,1,g,t640096,2,x235610,28,50,8,8,5
2008,b77,1,g,t640097,1,x235609,31,50,8,7,7
2008,b208,1,g,t640098,2,t640263,25,46,8,7,0
2008,b195,1,g,t640099,2,tk27149,,72,6,3,0
2008,b225,1,g,t640099,2,tk27149,14,39,8,8,0
2008,b86,1,g,t640100,2,tk26071,21,41,7,7,7
2008,sw74,1,g,t640101,2,e018378,45,62,7,6,0
2008,wl50,1,g,t640120,2,te71471,14,35,6,3,3
2008,ww57,1,g,t640126,2,,13,35,9,7,7
2008,hc16,1,g,t640129,2,t640555,8,32,11,8,8
2008,wb1,1,g,t640131,1,t640132,12,33,8,8,8
2008,wb1,1,g,t640132,2,t640131,12,33,8,8,8
2008,el8,1,g,t640133,2,tc62416,14,36,6,5,5
2008,ww19,1,g,t640134,2,h300729,18,37,6,5,5
2008,sp21,1,g,t640135,2,tj25115,13,37,9,9,9
2008,sp19,1,g,t640136,1,vt43871,14,37,9,6,6
2008,wl55,1,g,t640139,2,r156276,15,38,7,7,7
2008,wl4,1,g,t640141,2,,14,37,8,,0
2008,el11,1,g,t640142,2,r156270,19,44,7,7,7
2008,nl9,1,g,t640148,1,h300769,26,50,7,2,2
2008,ww45,1,g,t640149,2,t640537,13,34,7,7,7
2008,sp48,1,g,t640150,1,t640151,9,33,8,7,7
2008,sp48,1,g,t640151,2,t640150,9,33,8,7,7
2008,sp23,1,g,t640157,2,t640159,16,35,5,4,4
2008,sp14,1,g,t640158,2,te71669,12,34,8,7,7
2008,sp23,1,g,t640159,1,t640157,16,35,5,4,4
2008,sp16,1,g,t640161,2,tj25670,12,36,9,8,8
2008,el14,1,g,t640167,2,,14,39,10,9,9
2008,tc3,1,g,t640170,2,t177994,16,36,7,7,7
2008,wl22,1,g,t640174,2,tc62357,15,45,14,12,12
2008,el5,1,g,t640175,2,h300737,20,42,9,9,9
2008,ch46,1,g,t640180,2,t640186,28,47,5,4,4
2008,ch69,1,g,t640182,2,t640185,24,44,7,7,7
2008,ch72,1,g,t640183,1,j644253,24,45,8,5,5
2008,ch48,1,g,t640184,1,j644287,27,46,6,5,5
2008,ch69,1,g,t640185,1,t640182,24,44,7,7,7
2008,ch46,1,g,t640186,1,t640180,28,47,5,4,4
2008,ww51,1,g,t640187,1,t640553,28,48,8,8,8
2008,ms19,1,g,t640193,1,t640196,27,47,7,5,5
2008,ms19,1,g,t640196,2,t640193,27,47,7,5,5
2008,ch67,1,g,t640199,2,t177905,23,46,8,8,8
2008,sp60,1,g,t640200,2,k578850,15,39,4,3,3
2008,mp73,1,g,t640202,1,tj26502,21,43,11,10,10
2008,b126,1,g,t640234,1,r639465,29,49,9,8,6
2008,b208,1,g,t640263,1,t640098,25,46,8,7,0
2008,sw16,1,g,t640326,1,t176998,28,50,10,9,9
2008,sw43,1,g,t640335,1,ve32625,37,55,7,7,0
2008,sw79,1,g,t640352,2,tb26324,35,54,9,8,0
2008,o15,1,g,t640357,2,,17,38,9,7,7
2008,o1,1,g,t640359,1,tk25654,19,45,11,11,0
2008,o8,1,g,t640367,2,f459758,19,42,10,10,10
2008,sw133,1,g,t640371,1,tk26156,28,51,10,9,7
2008,sw9,1,g,t640372,2,,29,52,11,10,0
2008,sw37,1,g,t640374,2,,29,47,8,6,0
2008,p6,1,g,t640375,2,tk27631,30,52,12,9,3
2008,mp98,1,g,t640376,1,tk25676,19,42,9,7,7
2008,c24c,1,g,t640377,1,t176941,25,43,6,6,6
2008,c105,1,g,t640378,2,tb27289,18,42,6,6,6
2008,c62,1,g,t640379,2,tc25893,19,44,7,7,7
2008,c123,1,g,t640380,1,f952459,18,44,10,8,8
2008,c163,1,g,t640381,1,tb27253,19,44,9,9,9
2008,c61,1,g,t640382,2,t176946,18,45,9,9,9
2008,c146,1,g,t640383,2,tb27473,26,45,7,5,0
2008,w44,1,g,t640384,2,t640385,27,46,7,6,6
2008,w44,1,g,t640385,1,t640384,27,46,7,6,6
2008,ex34a,1,g,t640386,1,t640387,26,46,8,8,8
2008,ex34a,1,g,t640387,2,t640386,26,46,8,8,8
2008,p5,1,g,t640388,2,t640389,39,48,8,8,4
2008,p5,1,g,t640389,1,t640388,39,48,8,8,4
2008,sw87,1,g,t640390,2,,31,50,7,5,0
2008,p23,1,g,t640391,1,tc58930,31,50,6,6,0
2008,p1,1,g,t640392,1,tk26637,29,50,9,7,6
2008,p12,1,g,t640393,1,r639215,28,51,11,11,0
2008,ww46,1,g,t640511,2,t177908,18,39,7,7,7
2008,ww64,1,g,t640515,2,v547826,25,45,8,6,6
2008,ww52,1,g,t640520,1,t177947,23,46,10,9,9
2008,hc11,1,g,t640527,2,tc62204,16,36,7,6,6
2008,ww45,1,g,t640537,1,t640149,13,34,7,7,7
2008,nl62,1,g,t640539,2,k578880,32,52,10,6,4
2008,ww39,1,g,t640541,2,t642482,20,43,9,,0
2008,ww51,1,g,t640553,2,t640187,28,48,8,8,8
2008,hc2,1,g,t640554,2,tk25107,20,39,6,6,6
2008,hc16,1,g,t640555,1,t640129,8,32,11,8,8
2008,hc4,1,g,t640557,1,f952424,13,37,8,8,8
2008,hc8,1,g,t640562,2,,24,43,6,6,6
2008,hc12,1,g,t640567,1,j644274,23,44,9,9,9
2008,hc3,1,g,t640571,1,t177985,15,36,9,8,8
2008,ex61,1,g,t640581,2,n199995,31,52,10,10,8
2008,ex60,1,g,t640584,2,n199645,27,49,10,10,10
2008,ex49,1,g,t640586,1,n199991,31,50,8,7,7
2008,w103,1,g,t640599,2,te80640,16,38,8,5,5
2008,ex41c,1,g,t640604,2,tk26235,35,52,6,3,1
2008,ex1,1,g,t640605,1,n199664,32,52,8,8,8
2008,sw107,1,g,t640705,1,e018356,26,44,7,6,6
2008,o58,1,g,t640706,1,tk27856,,59,7,5,5
2008,o80,1,g,t640707,2,,22,42,7,6,6
2008,mp61,1,g,t640711,2,tb21501,15,35,8,8,8
2008,ex62g,1,g,t640801,1,tc58632,30,49,7,6,0
2008,sw102,1,g,t640802,1,tk27855,20,45,9,8,6
2008,c16,1,g,t640804,2,f952480,17,35,6,6,6
2008,c119,1,g,t640805,1,t640816,11,36,9,8,8
2008,c54,1,g,t640806,1,tc58655,12,36,8,7,7
2008,c11,1,g,t640807,2,t640808,13,35,8,8,8
2008,c11,1,g,t640808,1,t640807,13,35,8,8,8
2008,c32,1,g,t640809,2,t640810,,32,7,6,6
2008,c32,1,g,t640810,1,t640809,,32,7,6,6
2008,c109,1,g,t640811,2,t640814,18,35,5,5,5
2008,c143,1,g,t640812,2,t640813,15,36,6,6,6
2008,c143,1,g,t640813,1,t640812,15,36,6,6,6
2008,c109,1,g,t640814,1,t640811,18,35,5,5,5
2008,o17,1,g,t640815,2,n199923,19,38,7,7,7
2008,c119,1,g,t640816,2,t640805,11,36,9,8,8
2008,w52,1,g,t640817,1,tc59749,22,44,9,8,7
2008,c19,1,g,t640818,2,tb27200,26,47,10,9,9
2008,o85,1,g,t640819,1,n199472,30,50,9,9,9
2008,o86,1,g,t640820,1,t177744,28,48,8,7,7
2008,o76,1,g,t640821,1,vr98182,27,48,9,9,9
2008,c124,1,g,t640822,1,t176948,36,54,8,7,4
2008,sw128,1,g,t640823,1,tb26696,33,53,8,7,5
2008,w80,1,g,t642471,2,tk26353,20,44,8,7,7
2008,ex18,1,g,t642473,1,tj27904,21,44,10,9,9
2008,w91,1,g,t642476,1,te80501,21,44,9,9,9
2008,ww39,1,g,t642482,1,t640541,20,43,9,,0
2008,c56,1,g,ta15227,1,t177712,13,35,10,9,9
2008,c45,1,g,ta15313,1,tb27138,11,37,11,9,9
2008,cp11,1,g,ta15346,2,ta15970,,48,5,5,5
2008,c107,1,g,ta15355,1,vr98050,15,38,7,7,7
2008,c44,1,g,ta15362,1,tb27357,16,35,6,6,6
2008,c36,1,g,ta15386,1,n199441,13,37,8,8,8
2008,w12,1,g,ta15531,2,tk25863,26,46,7,6,6
2008,b140,1,g,ta15836,1,tc59631,28,48,9,9,5
2008,cp11,1,g,ta15970,1,ta15346,,48,5,5,5
2008,ex16,1,g,ta16273,2,tc59757,29,49,9,8,0
2008,w38,1,g,ta16663,1,v260961,28,49,10,9,9
2008,o66,1,g,ta16681,2,t177677,14,38,8,8,8
2008,ex39,1,g,ta16861,2,,36,57,9,7,0
2008,mp61,1,g,tb21501,1,t640711,15,35,8,8,8
2008,b181,1,g,tb21648,1,,27,48,9,9,0
2008,mp76,1,g,tb26077,2,,22,42,7,7,0
2008,mp64,1,g,tb26085,1,t176955,18,39,9,9,9
2008,mp41,1,g,tb26097,1,te79013,24,45,8,5,5
2008,mp36,1,g,tb26121,2,t550195,13,35,9,8,8
2008,mp55,1,g,tb26166,1,r639441,17,40,7,5,5
2008,sw79,1,g,tb26324,1,t640352,35,54,9,8,0
2008,w104,1,g,tb26377,2,v260980,15,41,11,10,10
2008,w83,1,g,tb26600,1,tk26233,15,40,8,8,8
2008,cp5b,1,g,tb26601,1,tc58284,27,48,8,8,7
2008,sw128,1,g,tb26696,2,t640823,33,53,8,7,5
2008,mp47,1,g,tb26724,2,t550040,15,35,8,8,8
2008,mp53,1,g,tb26731,1,te79039,14,38,7,7,7
2008,w97,1,g,tb26804,1,tc59761,18,42,9,7,7
2008,sw47,1,g,tb26824,2,tk27019,37,57,9,9,0
2008,o34,1,g,tb26826,1,t177703,29,50,10,10,10
2008,w100,1,g,tb26841,2,tc59717,18,39,10,8,8
2008,cp5,1,g,tb26884,1,p439598,,57,6,5,5
2008,ex51b,1,g,tb26890,2,j644808,20,43,9,9,9
2008,sw80a,1,g,tb26900,2,tb27475,30,51,8,8,0
2008,ww35,1,g,tb26944,2,k578886,23,42,6,,0
2008,wb9,1,g,tb26947,2,k578882,12,35,8,8,8
2008,el10,1,g,tb26956,1,j644223,16,37,8,8,8
2008,el13,1,g,tb26963,1,te71339,10,37,10,8,8
2008,el15,1,g,tb26966,2,tj25066,18,39,6,,0
2008,mp17,1,g,tb27018,1,n199312,18,41,9,8,8
2008,ex41d,1,g,tb27055,1,n199681,30,49,8,7,7
2008,c14,1,g,tb27128,1,tk27169,15,35,7,6,6
2008,c45,1,g,tb27138,2,ta15313,11,37,11,9,9
2008,c58,1,g,tb27160,1,tk25571,21,44,9,8,8
2008,sw59,1,g,tb27161,1,tk25625,40,58,7,6,2
2008,o55,1,g,tb27182,2,tc58947,17,40,9,9,9
2008,o26,1,g,tb27188,2,tc59352,24,48,11,,3
2008,c19,1,g,tb27200,1,t640818,26,47,10,9,9
2008,sw35,1,g,tb27233,1,tk27170,27,48,9,9,9
2008,sw67,1,g,tb27235,1,e018377,36,54,5,5,1
2008,c163,1,g,tb27253,2,t640381,19,44,9,9,9
2008,c33,1,g,tb27255,1,f952477,24,43,8,8,8
2008,c160b,1,g,tb27262,2,t176989,25,45,8,8,0
2008,o116,1,g,tb27268,2,tk27488,17,36,5,5,5
2008,c157,1,g,tb27272,1,t176944,17,37,7,7,7
2008,ex70,1,g,tb27277,2,n199978,27,47,8,8,8
2008,o67,1,g,tb27280,1,e018351,14,37,8,3,3
2008,c112,1,g,tb27284,2,vr98260,25,46,7,7,7
2008,c105,1,g,tb27289,1,t640378,18,42,6,6,6
2008,c23,1,g,tb27296,1,tk27757,18,39,7,6,6
2008,sw109,1,g,tb27303,2,r639131,15,,8,8,8
2008,w84,1,g,tb27312,2,j644919,20,39,7,6,6
2008,c44,1,g,tb27357,2,ta15362,16,35,6,6,6
2008,c40,1,g,tb27416,1,te79871,20,42,9,7,7
2008,o64,1,g,tb27423,2,tj27940,24,43,4,4,4
2008,mp51,1,g,tb27439,2,tk25619,25,45,8,7,0
2008,o75d,1,g,tb27445,2,ve32659,25,43,6,6,6
2008,b163,1,g,tb27452,2,tc25886,30,49,6,6,6
2008,c146,1,g,tb27473,1,t640383,26,45,7,5,0
2008,sw80a,1,g,tb27475,1,tb26900,30,51,8,8,0
2008,ex80,1,g,tb79277,2,h300605,26,49,9,8,8
2008,b163,1,g,tc25886,1,tb27452,30,49,6,6,6
2008,c62,1,g,tc25893,1,t640379,19,44,7,7,7
2008,w29,1,g,tc25899,1,p439584,25,46,9,7,7
2008,cp16,1,g,tc58046,2,tk26172,23,47,8,6,6
2008,w87,1,g,tc58047,1,te80677,25,47,9,8,8
2008,w4b,1,g,tc58100,2,tk26542,37,54,6,2,0
2008,w37,1,g,tc58182,1,t176814,23,45,11,11,11
2008,c7,1,g,tc58193,2,bs44641,15,35,5,5,5
2008,ex51a,1,g,tc58206,2,te80622,28,50,9,8,8
2008,cp40,1,g,tc58235,1,tk26113,,45,6,6,6
2008,ex91,1,g,tc58275,2,tc79781,26,48,9,9,8
2008,cp5b,1,g,tc58284,2,tb26601,27,48,8,8,7
2008,cp35,1,g,tc58285,1,e985078,26,47,7,7,6
2008,o87,1,g,tc58344,1,tc59689,26,47,9,8,8
2008,w77,1,g,tc58377,1,r639111,14,36,10,10,10
2008,mp25,1,g,tc58458,2,r639404,26,48,11,10,7
2008,w4a,1,g,tc58481,1,tc59481,27,47,8,8,8
2008,w24,1,g,tc58510,2,tc59744,24,45,9,8,8
2008,w49,1,g,tc58577,2,j644816,34,53,6,5,5
2008,ex29,1,g,tc58622,2,j644929,31,50,8,5,0
2008,ex10a,1,g,tc58624,1,tk26061,28,48,10,8,8
2008,sw63,1,g,tc58628,1,r639217,37,56,8,7,0
2008,b76,1,g,tc58631,1,x235615,36,53,8,8,3
2008,ex62g,1,g,tc58632,2,t640801,30,49,7,6,0
2008,b89,1,g,tc58648,1,tj26069,27,49,8,6,5
2008,c54,1,g,tc58655,2,t640806,12,36,8,7,7
2008,ex39b,1,g,tc58677,1,r639198,25,54,12,8,8
2008,ex33,1,g,tc58678,1,,29,54,5,3,0
2008,w58,1,g,tc58698,1,j644923,25,46,8,7,6
2008,p14,1,g,tc58699,1,te80294,,48,9,9,9
2008,b211,1,g,tc58715,1,r639275,25,47,10,9,9
2008,ex49a,1,g,tc58755,2,n199635,19,43,8,7,6
2008,cp43,1,g,tc58776,2,,25,44,7,7,1
2008,w18,1,g,tc58837,1,v260994,26,45,9,9,9
2008,mp11,1,g,tc58868,1,r639314,28,48,9,8,7
2008,p23,1,g,tc58930,2,t640391,31,50,6,6,0
2008,sw88,1,g,tc58932,2,tk27250,,48,6,5,5
2008,o55,1,g,tc58947,1,tb27182,17,40,9,9,9
2008,o103,1,g,tc59159,1,tk27048,,50,11,9,0
2008,p22,1,g,tc59163,1,e018363,,53,5,5,2
2008,ex12,1,g,tc59175,2,,16,,8,,0
2008,ex62d,1,g,tc59195,1,te79390,27,47,9,8,0
2008,p9,1,g,tc59307,2,tk27056,27,46,8,8,8
2008,o82,1,g,tc59320,2,tk27758,19,40,7,6,6
2008,sw114,1,g,tc59340,1,tk27505,,70,4,4,2
2008,sw116,1,g,tc59340,1,tk27505,17,40,8,8,0
2008,o26,1,g,tc59352,1,tb27188,24,48,11,,3
2008,ex5a,1,g,tc59396,1,k578927,23,45,10,7,0
2008,w4a,1,g,tc59481,2,tc58481,27,47,8,8,8
2008,p11,1,g,tc59485,1,tk26041,27,49,9,9,0
2008,o68,1,g,tc59500,1,tk25841,15,37,7,7,7
2008,sp3,1,g,tc59511,1,h300732,21,42,7,6,6
2008,nl56,1,g,tc59515,1,r156283,27,49,9,9,9
2008,ms6,1,g,tc59517,2,j644300,24,45,7,6,6
2008,wb12,1,g,tc59521,2,,13,34,7,6,6
2008,hb12,1,g,tc59540,2,t177989,13,32,8,7,7
2008,hb14,1,g,tc59581,1,t177991,11,46,7,6,6
2008,hb13,1,g,tc59586,2,te71622,13,35,7,7,7
2008,mh3,1,g,tc59593,2,t177915,27,46,8,8,8
2008,ex28,1,g,tc59607,2,t177651,24,46,9,9,9
2008,ex14a,1,g,tc59612,2,tk25745,25,,10,8,0
2008,b140,1,g,tc59631,2,ta15836,28,48,9,9,5
2008,w64b,1,g,tc59686,2,,,47,5,1,0
2008,o87,1,g,tc59689,2,tc58344,26,47,9,8,8
2008,ex4,1,g,tc59701,2,n199973,27,49,8,6,6
2008,w100,1,g,tc59717,1,tb26841,18,39,10,8,8
2008,o114,1,g,tc59718,1,t177742,28,49,9,9,9
2008,w24,1,g,tc59744,1,tc58510,24,45,9,8,8
2008,w52,1,g,tc59749,2,t640817,22,44,9,8,7
2008,ex16,1,g,tc59757,1,ta16273,29,49,9,8,0
2008,w97,1,g,tc59761,2,tb26804,18,42,9,7,7
2008,w2,1,g,tc59783,2,,30,49,9,8,0
2008,ex47a,1,g,tc59842,2,,29,,8,,0
2008,ex48,1,g,tc59842,2,tk26300,42,59,8,7,3
2008,w45,1,g,tc59893,2,,25,46,10,9,0
2008,o4,1,g,tc59929,1,tk27253,25,46,6,6,6
2008,ex74,1,g,tc59941,2,te80428,31,51,9,8,7
2008,tc5,1,g,tc62021,1,te71409,23,42,6,5,5
2008,sp17,1,g,tc62111,1,j644213,8,31,9,9,9
2008,wb15,1,g,tc62113,1,h300752,27,46,7,,0
2008,nl4,1,g,tc62122,2,k578827,24,43,7,6,6
2008,wl33,1,g,tc62128,1,te71322,17,36,5,5,5
2008,el3,1,g,tc62139,2,r156286,8,31,9,4,4
2008,mh9,1,g,tc62168,2,t177987,17,48,12,11,11
2008,el17,1,g,tc62180,1,te71495,16,37,9,8,8
2008,hb1,1,g,tc62187,1,h300721,15,38,9,9,9
2008,hc11,1,g,tc62204,1,t640527,16,36,7,6,6
2008,wl22,1,g,tc62357,1,t640174,15,45,14,12,12
2008,ch55,1,g,tc62412,1,k578898,20,41,7,7,7
2008,el8,1,g,tc62416,1,t640133,14,36,6,5,5
2008,ch3,1,g,tc62440,1,j644210,17,39,8,8,8
2008,ex91,1,g,tc79781,1,tc58275,26,48,9,9,8
2008,ch28,1,g,te71110,1,k578843,22,42,7,7,7
2008,wl66,1,g,te71123,2,h300759,26,48,8,6,6
2008,ch49,1,g,te71124,2,r156235,27,46,6,6,6
2008,ch75,1,g,te71170,1,k578872,26,49,11,11,11
2008,sp54,1,g,te71171,2,k578908,12,37,10,9,9
2008,ms54,1,g,te71181,2,t177919,29,50,8,6,5
2008,ch42,1,g,te71186,2,,26,47,7,7,7
2008,ch27,1,g,te71199,1,,24,44,8,7,7
2008,ch2,1,g,te71306,1,tj25589,25,46,9,8,8
2008,wl33,1,g,te71322,2,tc62128,17,36,5,5,5
2008,hb8,1,g,te71334,2,k578853,17,38,8,7,7
2008,el13,1,g,te71339,2,tb26963,10,37,10,8,8
2008,ms27,1,g,te71368,2,h300765,29,50,9,4,4
2008,ch39,1,g,te71393,1,j644251,30,47,7,7,7
2008,ch21,1,g,te71401,1,t177913,30,50,6,6,2
2008,wb2,1,g,te71407,2,k578865,12,35,8,8,8
2008,tc5,1,g,te71409,2,tc62021,23,42,6,5,5
2008,wb6,1,g,te71429,2,k578824,17,40,6,5,5
2008,wl50,1,g,te71471,1,t640120,14,35,6,3,3
2008,el17,1,g,te71495,2,tc62180,16,37,9,8,8
2008,wl9,1,g,te71498,2,tj25063,17,41,11,,0
2008,ww48,1,g,te71585,1,tj25518,28,47,7,7,7
2008,hb13,1,g,te71622,1,tc59586,13,35,7,7,7
2008,ch32,1,g,te71658,1,t177934,28,49,7,7,7
2008,sp14,1,g,te71669,1,t640158,12,34,8,7,7
2008,mp41,1,g,te79013,2,tb26097,24,45,8,5,5
2008,mp53,1,g,te79039,2,tb26731,14,38,7,7,7
2008,ex55,1,g,te79387,2,n199998,26,60,10,7,1
2008,ex62d,1,g,te79390,2,tc59195,27,47,9,8,0
2008,o48,1,g,te79766,2,e018355,22,42,7,7,7
2008,ex46,1,g,te79801,2,tj27516,24,50,10,9,8
2008,o16,1,g,te79837,2,tj27916,24,48,11,10,10
2008,ex62,1,g,te79844,2,t176477,24,,9,7,7
2008,c40,1,g,te79871,2,tb27416,20,42,9,7,7
2008,ex5,1,g,te79906,2,,,,5,,0
2008,sw120,1,g,te79914,2,tk25711,20,44,10,10,9
2008,ex8,1,g,te79918,2,n199940,27,49,10,10,0
2008,ex25,1,g,te79986,1,k578731,19,40,8,5,5
2008,o5,1,g,te80015,1,t176729,20,37,6,6,6
2008,sw10,1,g,te80035,2,,29,51,11,7,0
2008,b125,1,g,te80069,1,tk25796,25,47,9,8,0
2008,ex42a,1,g,te80110,2,j644866,27,50,9,7,7
2008,cp36,1,g,te80115,2,,17,45,10,7,6
2008,ex65,1,g,te80167,1,n199072,28,52,9,7,1
2008,w79,1,g,te80176,1,r639107,27,,7,5,5
2008,ex20,1,g,te80266,2,n200903,15,36,7,6,6
2008,w75a,1,g,te80267,1,j644813,27,47,9,9,9
2008,p4,1,g,te80290,1,n199474,28,47,8,8,8
2008,p14,1,g,te80294,2,tc58699,,48,9,9,9
2008,w95,1,g,te80317,1,tk26521,11,34,9,8,8
2008,o29,1,g,te80356,1,n199463,23,45,8,8,8
2008,ex74,1,g,te80428,1,tc59941,31,51,9,8,7
2008,w91,1,g,te80501,2,t642476,21,44,9,9,9
2008,cp42a,1,g,te80535,1,n199983,15,35,7,6,6
2008,ex51a,1,g,te80622,1,tc58206,28,50,9,8,8
2008,w103,1,g,te80640,1,t640599,16,38,8,5,5
2008,w87,1,g,te80677,2,tc58047,25,47,9,8,8
2008,w60,1,g,te80680,1,j644921,22,44,8,8,8
2008,w62,1,g,tj24022,2,ve32624,31,51,9,4,0
2008,o119,1,g,tj24169,1,ve32612,25,46,9,9,9
2008,sw134,1,g,tj24171,2,t177701,36,56,9,9,0
2008,o81,1,g,tj24202,2,t176991,27,48,10,10,10
2008,o38a,1,g,tj24269,1,f459765,25,48,8,7,7
2008,ex39a,1,g,tj24350,2,e985050,27,47,8,5,0
2008,wl10,1,g,tj25005,2,h300736,20,42,9,8,8
2008,ms17,1,g,tj25011,2,,26,49,10,,0
2008,wl47,1,g,tj25014,1,t177993,19,42,8,,0
2008,hc15,1,g,tj25021,1,tk25986,22,39,6,6,6
2008,wl38,1,g,tj25033,2,h300715,15,36,7,5,5
2008,ww11,1,g,tj25040,2,x235308,18,46,3,3,3
2008,nl53,1,g,tj25054,2,j644224,34,54,9,4,4
2008,wl9,1,g,tj25063,1,te71498,17,41,11,,0
2008,el15,1,g,tj25066,1,tb26966,18,39,6,,0
2008,wb17,1,g,tj25083,1,h300757,27,47,7,7,7
2008,el18,1,g,tj25085,1,j644221,16,36,7,7,7
2008,ch58,1,g,tj25112,1,k578820,16,36,7,7,7
2008,sp21,1,g,tj25115,1,t640135,13,37,9,9,9
2008,mh5,1,g,tj25119,1,k578839,24,46,8,6,6
2008,sp70,1,g,tj25128,1,h300727,20,40,8,6,6
2008,tc10,1,g,tj25136,2,tj25160,29,48,5,4,4
2008,tc10,1,g,tj25160,1,tj25136,29,48,5,4,4
2008,mh4,1,g,tj25169,1,,30,53,9,,0
2008,nl12,1,g,tj25183,2,tj25818,25,45,6,6,6
2008,ms31,1,g,tj25189,1,h300750,23,43,7,6,6
2008,ms5,1,g,tj25310,2,,34,54,6,,0
2008,b27,1,g,tj25362,1,tj26504,19,41,8,5,5
2008,ww48,1,g,tj25518,2,te71585,28,47,7,7,7
2008,ch2,1,g,tj25589,2,te71306,25,46,9,8,8
2008,wb16,1,g,tj25597,2,h300764,30,49,6,6,6
2008,sp1,1,g,tj25601,1,h300770,27,47,7,7,7
2008,ww54,1,g,tj25641,2,h300728,22,41,6,6,6
2008,sp16,1,g,tj25670,1,t640161,12,36,9,8,8
2008,ch6,1,g,tj25695,1,r156231,28,49,8,8,8
2008,ch20,1,g,tj25697,2,h300763,26,47,7,3,3
2008,ms14,1,g,tj25702,1,t177937,25,46,8,8,8
2008,hb16,1,g,tj25716,2,h300720,16,37,8,7,7
2008,mh13,1,g,tj25729,1,t177929,26,47,9,9,9
2008,sp25,1,g,tj25757,2,,24,44,8,8,8
2008,ms59,1,g,tj25759,1,t177997,26,46,7,7,4
2008,b222,1,g,tj25799,2,tk27163,25,47,9,9,0
2008,nl12,1,g,tj25818,1,tj25183,25,45,6,6,6
2008,ww2,1,g,tj25819,1,h300781,13,52,11,6,6
2008,b89,1,g,tj26069,2,tc58648,27,49,8,6,5
2008,mh1,1,g,tj26304,1,r156379,26,43,7,7,7
2008,nl50,1,g,tj26337,2,j644273,24,44,7,6,6
2008,hc5,1,g,tj26346,2,t177986,12,35,10,7,7
2008,ch70,1,g,tj26355,1,r156228,15,41,10,9,9
2008,hb4,1,g,tj26356,2,j644280,26,46,8,8,8
2008,el2,1,g,tj26385,1,j644220,15,36,9,8,8
2008,tc6,1,g,tj26398,1,tj27346,24,45,6,6,6
2008,mp73,1,g,tj26502,2,t640202,21,43,11,10,10
2008,b27,1,g,tj26504,2,tj25362,19,41,8,5,5
2008,mp40,1,g,tj26506,2,k578616,26,47,9,9,9
2008,mp54,1,g,tj26665,2,,16,36,6,5,5
2008,mp34a,1,g,tj26685,1,tk27125,27,47,8,8,8
2008,mp18,1,g,tj26753,2,k578762,28,47,8,8,7
2008,mp69,1,g,tj26765,2,,12,33,7,7,0
2008,nl36,1,g,tj27045,1,,18,40,8,,0
2008,tc16,1,g,tj27301,1,h300705,6,32,12,11,11
2008,hb3,1,g,tj27302,2,tk25972,23,45,9,9,9
2008,tc6,1,g,tj27346,2,tj26398,24,45,6,6,6
2008,hb6,1,g,tj27363,1,j644282,16,46,6,4,4
2008,ex51,1,g,tj27445,2,n199988,26,47,8,8,8
2008,o27,1,g,tj27463,1,tk26344,24,48,11,11,7
2008,w42,1,g,tj27501,1,v260952,27,47,8,7,7
2008,w57,1,g,tj27510,2,j644922,25,46,9,7,7
2008,ex38a,1,g,tj27515,2,,26,,6,,0
2008,ex46,1,g,tj27516,1,te79801,24,50,10,9,8
2008,ex39c,1,g,tj27526,1,r639119,28,50,10,7,7
2008,ex14b,1,g,tj27563,2,tk26067,25,46,9,8,8
2008,o21,1,g,tj27564,2,f459755,18,40,9,6,6
2008,cp1,1,g,tj27568,2,,26,48,9,9,0
2008,w69,1,g,tj27582,2,,26,46,7,6,0
2008,o35,1,g,tj27586,2,tj27951,24,45,8,8,8
2008,ex31a,1,g,tj27596,2,,,49,3,3,0
2008,ex90,1,g,tj27613,2,tk26133,29,50,11,10,9
2008,ex53,1,g,tj27677,1,t176973,15,36,6,6,6
2008,b217,1,g,tj27682,2,tk27141,25,44,8,8,7
2008,b32,1,g,tj27702,2,,32,52,7,6,0
2008,ex43e,1,g,tj27759,1,n199996,38,54,7,5,5
2008,o30,1,g,tj27801,1,f952437,26,46,8,7,7
