SAFE CODE,Oak,Area,Oak ID,X,Y,DBH,Health,Date,Surveyor,GPS,Nest box,Accuracy,Fungus,Unique reference ID,SAFE CODE 2
2466,2466,W,W516,445968.7,209337.4,72,2,15/02/2011,Mark,2,,<4,,15-Mark-W40,2466
2467,2467,W,W517,445979.7,209340.4,77,1,15/02/2011,Mark,2,,<4,,15-Mark-W41,2467
2468,2468,W,W518,445988.7,209310.4,45,1,15/02/2011,Mark,2,,<4,,15-Mark-W42,2468
2469,2469,W,W519,445961.7,209320.4,91,2,15/02/2011,Mark,2,,<4,,15-Mark-W43,2469
2470,2470,W,W520,445989.7,209356.4,56,2,15/02/2011,Mark,2,,<4,,15-Mark-W44,2470
2471,2471,W,W521,445970.7,209375.4,78,2,15/02/2011,Mark,2,,<4,,15-Mark-W45,2471
2472,2472,W,W522,445985.7,209384.4,62,3,15/02/2011,Mark,2,W39,<4,,15-Mark-W46,2472
2473,2473,W,W523,445948.7,209441.4,75,1,15/02/2011,Mark,2,,<4,,15-Mark-W47,2473
2474,2474,W,W524,445940.7,209445.4,58,1,15/02/2011,Mark,2,,<4,,15-Mark-W48,2474
2475,2475,W,W525,445860.7,209443.4,136,1,15/02/2011,Mark,2,,<4,,15-Mark-W49,2475
2476,2476,W,W526,445867.7,209409.4,64,4,15/02/2011,Mark,2,,<4,,15-Mark-W50,2476
2477,2477,W,W527,445865.7,209389.4,72,2,15/02/2011,Mark,2,,<4,,15-Mark-W51,2477
2478,2478,W,W528,445897.7,209378.4,110,2,15/02/2011,Mark,2,,<4,,15-Mark-W52,2478
2479,2479,W,W529,445915.7,209394.4,80,1,15/02/2011,Mark,2,,<4,,15-Mark-W53,2479
2480,2480,W,W530,445855.7,209389.4,103,2,15/02/2011,Mark,2,,<4,,15-Mark-W54,2480
2481,2481,W,W531,445848.7,209396.4,78,2,15/02/2011,Mark,2,,<4,,15-Mark-W55,2481
2482,2482,W,W532,445845.7,209398.4,78,1,15/02/2011,Mark,2,,<4,,15-Mark-W56,2482
2483,2483,W,W533,445829.7,209407.4,92,3,15/02/2011,Mark,2,,<4,,15-Mark-W57,2483
2484,2484,W,W534,445793.7,209412.4,80,2,15/02/2011,Mark,2,,<4,,15-Mark-W58,2484
2485,2485,W,W535,445772.7,209390.4,77,1,15/02/2011,Mark,2,,<4,,15-Mark-W59,2485
2486,2486,W,W536,445778.7,209384.4,84,2,15/02/2011,Mark,2,W53,<4,,15-Mark-W60,2486
2487,2487,W,W537,445796.7,209382.4,74,2,15/02/2011,Mark,2,,<4,,15-Mark-W61,2487
2488,2488,W,W538,445602.7,209250.4,96,2,15/02/2011,Mark,2,,<4,,15-Mark-W62,2488
2489,2489,W,W539,445572.7,209274.4,69,1,15/02/2011,Mark,2,,<4,,15-Mark-W63,2489
2490,2490,W,W540,445563.7,209274.4,90,2,15/02/2011,Mark,2,W85,<4,,15-Mark-W64,2490
2491,2491,W,W541,445538.7,209301.4,87,2,15/02/2011,Mark,2,,<4,,15-Mark-W65,2491
2492,2492,W,W542,445537.7,209295.4,58,1,15/02/2011,Mark,2,,<4,,15-Mark-W66,2492
2493,2493,W,W543,445537.7,209284.4,35,1,15/02/2011,Mark,2,,<4,,15-Mark-W67,2493
2494,2494,W,W544,445537.7,209284.4,75,2,15/02/2011,Mark,2,,<4,,15-Mark-W68,2494
2495,2495,W,W545,445523.7,209288.4,53,1,15/02/2011,Mark,2,,<4,,15-Mark-W69,2495
2496,2496,W,W546,445513.7,209222.4,77,1,15/02/2011,Mark,2,,<4,,15-Mark-W70,2496
2497,2497,W,W547,445488.7,209200.4,67,3,15/02/2011,Mark,2,,<4,,15-Mark-W71,2497
2498,2498,W,W548,445445.7,209206.4,90,2,15/02/2011,Mark,2,,<4,,15-Mark-W72,2498
2499,2499,W,W549,445431.7,209202.4,106,2,15/02/2011,Mark,2,,<4,,15-Mark-W73,2499
2500,2500,W,W550,445410.7,209163.4,100,1,15/02/2011,Mark,2,W203,<4,,15-Mark-W74,2500
2501,2501,W,W551,445404.7,209148.4,32,1,15/02/2011,Mark,2,,<4,,15-Mark-W75,2501
2502,2502,W,W552,445381.7,209144.4,33,1,15/02/2011,Mark,2,,<4,,15-Mark-W76,2502
2503,2503,W,W553,445378.7,209067.4,85,2,15/02/2011,Mark,2,,4.3,,15-Mark-W77,2503
2504,2504,W,W554,445363.7,209045.4,72,2,15/02/2011,Mark,2,,<4,,15-Mark-W78,2504
2505,2505,W,W555,445362.7,209053.4,70,3,15/02/2011,Mark,2,,<4,,15-Mark-W79,2505
2506,2506,W,W556,445319.7,209037.4,87,2,15/02/2011,Mark,2,,<4,,15-Mark-W80,2506
2507,2507,W,W557,445320.7,209036.4,66,3,15/02/2011,Mark,2,,<4,,15-Mark-W81,2507
2508,2508,W,W558,445334.7,209016.4,69,2,15/02/2011,Mark,2,,<4,,15-Mark-W82,2508
2509,2509,W,W559,445333.7,209016.4,101,2,15/02/2011,Mark,2,,<4,,15-Mark-W83,2509
2510,2510,W,W560,445311.7,209027.4,63,1,15/02/2011,Mark,2,,<4,,15-Mark-W84,2510
2511,2511,W,W561,445256.7,209016.4,81,1,15/02/2011,Mark,2,,<4,,15-Mark-W85,2511
2512,2512,W,W562,445258.7,209007.4,79,2,15/02/2011,Mark,2,,<4,,15-Mark-W86,2512
2513,2513,W,W563,445237.7,209017.4,83,2,15/02/2011,Mark,2,,<4,,15-Mark-W87,2513
2514,2514,W,W564,445227.7,209010.4,45,2,15/02/2011,Mark,2,,<4,,15-Mark-W88,2514
2515,2515,W,W565,445231.7,208998.4,85,1,15/02/2011,Mark,2,W105,<4,,15-Mark-W89,2515
2516,2516,W,W566,445385.7,209013.4,89,1,15/02/2011,Mark,2,W99a,<4,,15-Mark-W90,2516
2517,2517,W,W567,445393.7,209020.4,61,2,15/02/2011,Mark,2,,<4,,15-Mark-W91,2517
2518,2518,W,W568,445379.7,209056.4,66,4,15/02/2011,Mark,2,W99,<4,,15-Mark-W92,2518
2519,2519,W,W569,445369.7,209039.4,81,1,15/02/2011,Mark,2,,<4,,15-Mark-W93,2519
2520,2520,W,W570,445492.7,209079.4,51,1,15/02/2011,Mark,2,,<4,,15-Mark-W94,2520
2521,2521,W,W571,445492.7,209079.4,31,1,15/02/2011,Mark,2,,<4,,15-Mark-W95,2521
2522,2522,W,W572,445491.7,209079.4,51,1,15/02/2011,Mark,2,,<4,,15-Mark-W96,2522
2523,2523,W,W573,445491.7,209079.4,53,1,15/02/2011,Mark,2,,<4,,15-Mark-W97,2523
2524,2524,W,W574,445491.7,209079.4,33,4,15/02/2011,Mark,2,,<4,,15-Mark-W98,2524
2525,2525,W,W575,445491.7,209079.4,33,1,15/02/2011,Mark,2,,<4,,15-Mark-W99,2525
2526,2526,W,W576,445454.7,209098.4,67,1,15/02/2011,Mark,2,,<4,,15-Mark-W100,2526
2527,2527,W,W577,445480.7,209115.4,68,2,15/02/2011,Mark,2,,<4,,15-Mark-W101,2527
2528,2528,W,W578,445500.7,209119.4,64,2,15/02/2011,Mark,2,W95,<4,,15-Mark-W102,2528
2529,2529,W,W579,445509.7,209115.4,88,2,15/02/2011,Mark,2,,<4,,15-Mark-W103,2529
2530,2530,W,W580,445509.7,209115.4,91,3,15/02/2011,Mark,2,,<4,,15-Mark-W104,2530
2531,2531,W,W581,445513.7,209116.4,74,1,15/02/2011,Mark,2,,<4,,15-Mark-W105,2531
2532,2532,W,W582,445501.7,209142.4,66,4,15/02/2011,Mark,2,W93,<4,,15-Mark-W106,2532
2533,2533,W,W583,445527.7,209127.4,76,1,15/02/2011,Mark,2,,<4,,15-Mark-W107,2533
2534,2534,W,W584,445540.7,209128.4,87,2,15/02/2011,Mark,2,W94,<4,,15-Mark-W108,2534
2535,2535,W,W585,445586.0,209171.0,67,5,15/02/2011,Mark,2,,<4,,15-Mark-W109,2535
2536,2536,W,W586,445603.7,209135.4,69,2,15/02/2011,Mark,2,,<4,,15-Mark-W110,2536
2537,2537,W,W587,445603.7,209128.4,61,2,15/02/2011,Mark,2,,<4,,15-Mark-W111,2537
2538,2538,W,W588,445601.7,209129.4,62,2,15/02/2011,Mark,2,,<4,,15-Mark-W112,2538
2539,2539,W,W589,445623.7,209132.4,75,1,15/02/2011,Mark,2,,<4,,15-Mark-W113,2539
2540,2540,W,W590,445618.7,209136.4,67,1,15/02/2011,Mark,2,,<4,,15-Mark-W114,2540
2541,2541,W,W591,445644.7,209153.4,79,1,15/02/2011,Mark,2,W76,<4,,15-Mark-W115,2541
2542,2542,W,W592,445652.7,209158.4,62,2,15/02/2011,Mark,2,,<4,,15-Mark-W116,2542
2543,2543,W,W593,445663.7,209154.4,105,1,15/02/2011,Mark,2,W75,<4,,15-Mark-W117,2543
2544,2544,W,W594,445639.7,209194.4,100,1,15/02/2011,Mark,2,,<4,,15-Mark-W118,2544
2545,2545,W,W595,445634.7,209206.4,78,1,15/02/2011,Mark,2,,<4,,15-Mark-W119,2545
2546,2546,W,W596,445618.7,209203.4,80,1,15/02/2011,Mark,2,W83,<4,,15-Mark-W120,2546
2547,2547,W,W597,445587.7,209240.4,59,4,15/02/2011,Mark,2,,<4,,15-Mark-W121,2547
2548,2548,W,W598,445583.7,209238.4,59,1,15/02/2011,Mark,2,,<4,,15-Mark-W122,2548
2549,2549,W,W599,445561.7,209246.4,90,1,15/02/2011,Mark,2,,<4,,15-Mark-W123,2549
2550,2550,EX,EX338,445467.0,208719.0,61,5,16/02/2011,Christine,1,,5.6,,16-Christine-EX229,2550
2551,2551,EX,EX339,445415.0,208836.0,53,5,16/02/2011,Christine,1,,5.1,,16-Christine-EX230,2551
2552,2552,EX,EX340,445443.3,208833.4,40,2,16/02/2011,Christine,1,,5.7,,16-Christine-EX231,2552
2553,2553,EX,EX341,445447.3,208839.4,49,2,16/02/2011,Christine,1,,4.5,,16-Christine-EX232,2553
2554,2554,EX,EX342,445451.3,208861.4,73,1,16/02/2011,Christine,1,EX14,5.2,,16-Christine-EX233,2554
2555,2555,EX,EX343,445470.3,208857.4,83,1,16/02/2011,Christine,1,,5.3,,16-Christine-EX234,2555
2556,2556,EX,EX344,445486.3,208851.4,78,1,16/02/2011,Christine,1,,5.6,,16-Christine-EX235,2556
2557,2557,EX,EX345,445528.3,208864.4,45,4,16/02/2011,Christine,1,,5,,16-Christine-EX236,2557
2558,2558,EX,EX346,445534.3,208873.4,61,1,16/02/2011,Christine,1,,5,,16-Christine-EX237,2558
2559,2559,EX,EX347,445535.3,208878.4,63,3,16/02/2011,Christine,1,,5.3,,16-Christine-EX238,2559
2560,2560,EX,EX348,445526.3,208876.4,67,2,16/02/2011,Christine,1,,4.8,,16-Christine-EX239,2560
2561,2561,EX,EX349,445502.3,208894.4,65,1,16/02/2011,Christine,1,,5.9,,16-Christine-EX240,2561
2562,2562,EX,EX350,445524.3,208909.4,74,2,16/02/2011,Christine,1,EX15,5.6,,16-Christine-EX241,2562
2563,2563,EX,EX351,445528.3,208904.4,74,2,16/02/2011,Christine,1,,5.5,,16-Christine-EX242,2563
2564,2564,EX,EX352,445550.3,208910.4,57,2,16/02/2011,Christine,1,,5.2,,16-Christine-EX243,2564
2565,2565,EX,EX353,445549.0,208908.0,46,5,16/02/2011,Christine,1,,5.6,,16-Christine-EX244,2565
2566,2566,EX,EX354,445548.3,208890.4,46,2,16/02/2011,Christine,1,,5.9,,16-Christine-EX245,2566
2567,2567,EX,EX355,445577.3,208906.4,83,1,16/02/2011,Christine,1,,5.6,,16-Christine-EX246,2567
2568,2568,EX,EX356,445581.3,208901.4,43,1,16/02/2011,Christine,1,,4.2,,16-Christine-EX247,2568
2569,2569,EX,EX357,445590.0,208907.0,74,5,16/02/2011,Christine,1,,5.2,,16-Christine-EX248,2569
2570,2570,EX,EX358,445604.3,208946.4,67,3,16/02/2011,Christine,1,,5,,16-Christine-EX249,2570
2571,2571,EX,EX359,445610.3,208955.4,56,4,16/02/2011,Christine,1,,5.7,,16-Christine-EX250,2571
2572,2572,EX,EX360,445643.3,208926.4,53,3,16/02/2011,Christine,1,,5.4,,16-Christine-EX251,2572
2573,2573,EX,EX361,445635.3,208902.4,47,3,16/02/2011,Christine,1,,5.6,,16-Christine-EX252,2573
2574,2574,EX,EX362,445666.3,208909.4,77,3,16/02/2011,Christine,1,,4.5,,16-Christine-EX253,2574
2575,2575,EX,EX363,445682.3,208882.4,63,2,16/02/2011,Christine,1,,4.3,,16-Christine-EX254,2575
2576,2576,EX,EX364,445688.3,208883.4,101,1,16/02/2011,Christine,1,,5.3,,16-Christine-EX255,2576
2577,2577,EX,EX365,445699.3,208890.4,68,1,16/02/2011,Christine,1,,5.9,,16-Christine-EX256,2577
2578,2578,EX,EX366,445694.3,208903.4,87,3,16/02/2011,Christine,1,EX34a,5.7,,16-Christine-EX257,2578
2579,2579,EX,EX367,445662.0,208952.0,72,5,16/02/2011,Christine,1,,5.6,yes,16-Christine-EX258,2579
2580,2580,EX,EX368,445681.0,208956.0,62,5,16/02/2011,Christine,1,,5.3,,16-Christine-EX259,2580
2581,2581,EX,EX369,445693.0,208972.0,52,5,16/02/2011,Christine,1,,5.7,,16-Christine-EX260,2581
2582,2582,EX,EX370,445695.3,208964.4,57,4,16/02/2011,Christine,1,,5.2,yes,16-Christine-EX261,2582
2583,2583,EX,EX371,445684.3,208989.4,63,4,16/02/2011,Christine,1,,5.8,,16-Christine-EX262,2583
2584,2584,EX,EX372,445708.3,208976.4,58,3,16/02/2011,Christine,1,,5.8,,16-Christine-EX263,2584
2585,2585,EX,EX373,445716.3,208963.4,74,3,16/02/2011,Christine,1,,4.9,,16-Christine-EX264,2585
2586,2586,EX,EX374,445719.3,208943.4,45,4,16/02/2011,Christine,1,,5.8,,16-Christine-EX265,2586
2587,2587,EX,EX375,445716.3,208940.4,66,2,16/02/2011,Christine,1,,5.6,,16-Christine-EX266,2587
2588,2588,EX,EX376,445732.0,208961.0,80,5,16/02/2011,Christine,1,,5.6,,16-Christine-EX267,2588
2589,2589,EX,EX377,445743.3,208943.4,84,2,16/02/2011,Christine,1,,5.3,,16-Christine-EX268,2589
2590,2590,EX,EX378,445759.0,208915.0,64,5,16/02/2011,Christine,1,,5.4,,16-Christine-EX269,2590
2591,2591,EX,EX379,445766.3,208896.4,46,4,16/02/2011,Christine,1,,5.3,,16-Christine-EX270,2591
2592,2592,EX,EX380,445764.3,208919.4,49,4,16/02/2011,Christine,1,,5.4,,16-Christine-EX271,2592
2593,2593,EX,EX381,445779.3,208905.4,123,2,16/02/2011,Christine,1,,5.4,,16-Christine-EX272,2593
2594,2594,EX,EX382,445789.3,208907.4,74,3,16/02/2011,Christine,1,,4.8,,16-Christine-EX273,2594
2595,2595,EX,EX383,445799.3,208930.4,87,2,16/02/2011,Christine,1,,5.6,,16-Christine-EX274,2595
2596,2596,EX,EX384,445767.3,208939.4,75,1,16/02/2011,Christine,1,,4.9,,16-Christine-EX275,2596
2597,2597,EX,EX385,445785.3,208947.4,55,2,16/02/2011,Christine,1,,5.7,,16-Christine-EX276,2597
2598,2598,EX,EX386,445781.3,208956.4,40,3,16/02/2011,Christine,1,,5.3,,16-Christine-EX277,2598
2599,2599,EX,EX387,445763.0,208982.0,58,5,16/02/2011,Christine,1,,4.8,,16-Christine-EX278,2599
2600,2600,EX,EX388,445747.0,208974.0,72,5,16/02/2011,Christine,1,,5.3,,16-Christine-EX279,2600
2601,2601,EX,EX389,445745.3,209001.4,74,3,16/02/2011,Christine,1,,5.6,,16-Christine-EX280,2601
2602,2602,EX,EX390,445783.3,208989.4,78,1,16/02/2011,Christine,1,,5.8,,16-Christine-EX281,2602
2603,2603,EX,EX391,445801.3,209000.4,95,2,16/02/2011,Christine,1,,5,,16-Christine-EX282,2603
2604,2604,EX,EX392,445789.0,209019.0,45,5,16/02/2011,Christine,1,,5.1,,16-Christine-EX283,2604
2605,2605,EX,EX393,445792.3,209016.4,56,2,16/02/2011,Christine,1,,5.3,,16-Christine-EX284,2605
2606,2606,EX,EX394,445788.3,209016.4,31,3,16/02/2011,Christine,1,,5.7,,16-Christine-EX285,2606
2607,2607,EX,EX395,445788.3,209035.4,102,3,16/02/2011,Christine,1,,5.8,,16-Christine-EX286,2607
2608,2608,EX,EX396,445813.3,209022.4,55,4,16/02/2011,Christine,1,,5.6,,16-Christine-EX287,2608
2609,2609,EX,EX397,445826.3,209007.4,58,1,16/02/2011,Christine,1,,5.6,,16-Christine-EX288,2609
2610,2610,EX,EX398,445833.3,209018.4,58,1,16/02/2011,Christine,1,,5.4,yes,16-Christine-EX289,2610
2611,2611,EX,EX399,445847.0,209039.0,55,5,16/02/2011,Christine,1,,5.6,yes,16-Christine-EX290,2611
2612,2612,EX,EX400,445852.3,209033.4,72,2,16/02/2011,Christine,1,,5.9,,16-Christine-EX291,2612
2613,2613,EX,EX401,445837.3,209044.4,64,1,16/02/2011,Christine,1,,5.9,,16-Christine-EX292,2613
2614,2614,EX,EX402,445850.3,209062.4,60,4,16/02/2011,Christine,1,,5.8,,16-Christine-EX293,2614
2615,2615,EX,EX403,445867.3,209070.4,48,2,16/02/2011,Christine,1,,5.7,,16-Christine-EX294,2615
2616,2616,EX,EX404,445879.3,209083.4,62,2,16/02/2011,Christine,1,,5.5,,16-Christine-EX295,2616
2617,2617,EX,EX405,445894.3,209075.4,77,3,16/02/2011,Christine,1,,5.5,,16-Christine-EX296,2617
2618,2618,EX,EX406,445865.3,209062.4,95,2,16/02/2011,Christine,1,,5.7,,16-Christine-EX297,2618
2619,2619,EX,EX407,445880.0,209059.0,68,5,16/02/2011,Christine,1,,5.8,,16-Christine-EX298,2619
2620,2620,EX,EX408,445905.3,209056.4,64,3,16/02/2011,Christine,1,,5.7,,16-Christine-EX299,2620
2621,2621,EX,EX409,445903.3,209043.4,79,2,16/02/2011,Christine,1,,4.9,,16-Christine-EX300,2621
2622,2622,EX,EX410,445911.3,208994.4,74,2,16/02/2011,Christine,1,,5.8,,16-Christine-EX301,2622
2623,2623,EX,EX411,445918.3,208981.4,46,1,16/02/2011,Christine,1,,5.8,,16-Christine-EX302,2623
2624,2624,EX,EX412,445917.3,208976.4,35,2,16/02/2011,Christine,1,,5.8,,16-Christine-EX303,2624
2625,2625,EX,EX413,445902.3,208971.4,34,1,16/02/2011,Christine,1,,5.6,,16-Christine-EX304,2625
2626,2626,EX,EX414,445899.3,208973.4,44,1,16/02/2011,Christine,1,,5.4,,16-Christine-EX305,2626
2627,2627,EX,EX415,445898.3,208978.4,44,2,16/02/2011,Christine,1,,5.9,,16-Christine-EX306,2627
2628,2628,EX,EX416,445894.3,208968.4,31,2,16/02/2011,Christine,1,,5.3,,16-Christine-EX307,2628
2629,2629,EX,EX417,445893.3,208964.4,32,4,16/02/2011,Christine,1,,5.7,,16-Christine-EX308,2629
2630,2630,EX,EX418,445903.3,208933.4,71,3,16/02/2011,Christine,1,,5.9,yes,16-Christine-EX309,2630
2631,2631,EX,EX419,445921.3,208933.4,66,1,16/02/2011,Christine,1,,5.9,,16-Christine-EX310,2631
2632,2632,EX,EX420,445951.3,208937.4,54,3,16/02/2011,Christine,1,,5.9,,16-Christine-EX311,2632
2633,2633,EX,EX421,445955.3,208914.4,74,3,16/02/2011,Christine,1,,5.9,,16-Christine-EX312,2633
2634,2634,EX,EX422,445950.3,208897.4,54,3,16/02/2011,Christine,1,,4.9,,16-Christine-EX313,2634
2635,2635,EX,EX423,445951.3,208885.4,62,4,16/02/2011,Christine,1,,5.9,,16-Christine-EX314,2635
2636,2636,EX,EX424,445920.3,208912.4,73,3,16/02/2011,Christine,1,,5.9,,16-Christine-EX315,2636
2637,2637,EX,EX425,445929.3,208889.4,96,2,16/02/2011,Christine,1,,6,,16-Christine-EX316,2637
2638,2638,EX,EX426,445885.3,208936.4,63,4,16/02/2011,Christine,1,,6.4,,16-Christine-EX317,2638
2639,2639,EX,EX427,445834.3,208942.4,68,3,16/02/2011,Christine,1,,6,,16-Christine-EX318,2639
2640,2640,EX,EX428,445825.3,208958.4,59,3,16/02/2011,Christine,1,,6.2,,16-Christine-EX319,2640
2641,2641,EX,EX429,445837.3,208971.4,67,4,16/02/2011,Christine,1,,6.1,,16-Christine-EX320,2641
2642,2642,EX,EX430,445819.0,208928.0,55,5,16/02/2011,Christine,1,,6.4,,16-Christine-EX321,2642
2643,2643,EX,EX431,445842.3,208910.4,65,4,16/02/2011,Christine,1,,6.4,,16-Christine-EX322,2643
2644,2644,EX,EX432,445770.3,208862.4,70,1,16/02/2011,Christine,1,,5.9,,16-Christine-EX323,2644
2645,2645,EX,EX433,445760.3,208864.4,47,2,16/02/2011,Christine,1,,5.9,,16-Christine-EX324,2645
2646,2646,EX,EX434,445757.3,208864.4,65,1,16/02/2011,Christine,1,,5.4,,16-Christine-EX325,2646
2647,2647,EX,EX435,445748.3,208878.4,56,4,16/02/2011,Christine,1,,5.9,,16-Christine-EX326,2647
2648,2648,EX,EX436,445720.3,208863.4,93,2,16/02/2011,Christine,1,,5.4,,16-Christine-EX327,2648
2649,2649,EX,EX437,445715.3,208868.4,40,2,16/02/2011,Christine,1,,5.8,,16-Christine-EX328,2649
2650,2650,EX,EX438,445725.3,208873.4,75,3,16/02/2011,Christine,1,,5.2,,16-Christine-EX329,2650
2651,2651,EX,EX439,445728.3,208883.4,68,3,16/02/2011,Christine,1,,5.9,,16-Christine-EX330,2651
2652,2652,EX,EX440,445723.3,208877.4,53,1,16/02/2011,Christine,1,,5.9,,16-Christine-EX331,2652
2653,2653,EX,EX441,445722.3,208886.4,52,2,16/02/2011,Christine,1,,5.9,,16-Christine-EX332,2653
2654,2654,EX,EX442,445703.3,208870.4,71,3,16/02/2011,Christine,1,,5.9,,16-Christine-EX333,2654
2655,2655,EX,EX443,445694.3,208852.4,60,3,16/02/2011,Christine,1,,5.9,,16-Christine-EX334,2655
2656,2656,EX,EX444,445692.3,208848.4,103,2,16/02/2011,Christine,1,,5.8,,16-Christine-EX335,2656
2657,2657,EX,EX445,445680.3,208843.4,86,3,16/02/2011,Christine,1,,6.2,,16-Christine-EX336,2657
2658,2658,EX,EX446,445669.3,208838.4,90,3,16/02/2011,Christine,1,,5.9,,16-Christine-EX337,2658
2659,2659,EX,EX447,445654.3,208847.4,83,3,16/02/2011,Christine,1,,6.7,,16-Christine-EX338,2659
2660,2660,EX,EX448,445642.3,208856.4,59,3,16/02/2011,Christine,1,,6.2,,16-Christine-EX339,2660
2661,2661,EX,EX449,445671.3,208868.4,47,4,16/02/2011,Christine,1,,5.9,,16-Christine-EX340,2661
2662,2662,EX,EX450,445689.3,208830.4,66,3,16/02/2011,Christine,1,,5.9,,16-Christine-EX341,2662
2663,2663,EX,EX451,445699.3,208836.4,79,1,16/02/2011,Christine,1,,5.9,,16-Christine-EX342,2663
2664,2664,EX,EX452,445812.3,208873.4,70,2,16/02/2011,Christine,1,,5.9,,16-Christine-EX343,2664
2665,2665,EX,EX453,445812.3,208884.4,56,3,16/02/2011,Christine,1,,5.9,,16-Christine-EX344,2665
2666,2666,EX,EX454,445820.3,208891.4,61,3,16/02/2011,Christine,1,,5.9,,16-Christine-EX345,2666
2667,2667,EX,EX455,445832.3,208891.4,37,4,16/02/2011,Christine,1,,5.9,,16-Christine-EX346,2667
2668,2668,EX,EX456,445831.3,208878.4,62,3,16/02/2011,Christine,1,,6,,16-Christine-EX347,2668
2669,2669,EX,EX457,446065.3,208833.4,67,3,16/02/2011,Christine,1,,5,,16-Christine-EX348,2669
2670,2670,EX,EX458,446121.0,208911.0,58,5,16/02/2011,Christine,1,,4.7,,16-Christine-EX349,2670
2671,2671,EX,EX459,446124.3,208899.4,61,3,16/02/2011,Christine,1,,4.6,,16-Christine-EX350,2671
2672,2672,EX,EX460,446126.3,208888.4,80,4,16/02/2011,Christine,1,,4.5,,16-Christine-EX351,2672
2673,2673,EX,EX461,446138.3,208880.4,45,4,16/02/2011,Christine,1,,4.8,,16-Christine-EX352,2673
2674,2674,EX,EX462,446117.3,208863.4,95,1,16/02/2011,Christine,1,,4.6,,16-Christine-EX353,2674
2675,2675,EX,EX463,446121.3,208862.4,95,2,16/02/2011,Christine,1,,5.2,,16-Christine-EX354,2675
2676,2676,EX,EX464,446102.3,208841.4,78,3,16/02/2011,Christine,1,EX29,4.9,,16-Christine-EX355,2676
2677,2677,EX,EX465,446123.3,208829.4,63,2,16/02/2011,Christine,1,,4.4,,16-Christine-EX356,2677
2678,2678,EX,EX466,446127.0,208853.0,38,5,16/02/2011,Christine,1,,5.5,,16-Christine-EX357,2678
2679,2679,EX,EX467,446132.3,208856.4,61,3,16/02/2011,Christine,1,,4.5,,16-Christine-EX358,2679
2680,2680,EX,EX468,446170.3,208844.4,99,2,16/02/2011,Christine,1,EX28,4.5,,16-Christine-EX359,2680
2681,2681,EX,EX469,446163.3,208822.4,62,3,16/02/2011,Christine,1,,4.9,,16-Christine-EX360,2681
2682,2682,EX,EX470,446189.3,208897.4,92,1,16/02/2011,Christine,1,,5.7,,16-Christine-EX361,2682
2683,2683,EX,EX471,446170.3,208917.4,69,2,16/02/2011,Christine,1,,4.8,,16-Christine-EX362,2683
2684,2684,EX,EX472,446160.3,208910.4,67,2,16/02/2011,Christine,1,,4.2,,16-Christine-EX363,2684
2685,2685,EX,EX473,446153.3,208913.4,66,4,16/02/2011,Christine,1,,3.8,,16-Christine-EX364,2685
2686,2686,EX,EX474,446152.3,208913.4,78,2,16/02/2011,Christine,1,,5.2,,16-Christine-EX365,2686
2687,2687,EX,EX475,446187.3,208943.4,106,2,16/02/2011,Christine,1,,5.5,,16-Christine-EX366,2687
2688,2688,EX,EX476,446189.0,208933.0,43,5,16/02/2011,Christine,1,,5.6,,16-Christine-EX367,2688
2689,2689,EX,EX477,446195.3,208919.4,91,2,16/02/2011,Christine,1,,5.9,,16-Christine-EX368,2689
2690,2690,EX,EX478,446206.0,208925.0,56,5,16/02/2011,Christine,1,,5.9,,16-Christine-EX369,2690
2691,2691,EX,EX479,446215.0,208912.0,62,5,16/02/2011,Christine,1,,5.3,,16-Christine-EX370,2691
2692,2692,EX,EX480,446346.3,208906.4,91,3,16/02/2011,Christine,1,,5.1,,16-Christine-EX371,2692
2693,2693,EX,EX481,446363.3,208908.4,96,2,16/02/2011,Christine,1,,5.9,,16-Christine-EX372,2693
2694,2694,EX,EX482,446205.3,208949.4,84,3,16/02/2011,Christine,1,,5.9,,16-Christine-EX373,2694
2695,2695,EX,EX483,446195.0,208978.0,99,5,16/02/2011,Christine,1,,5.9,,16-Christine-EX374,2695
2696,2696,EX,EX484,446209.3,208980.4,91,2,16/02/2011,Christine,1,,5.8,,16-Christine-EX375,2696
2697,2697,EX,EX485,446205.0,209009.0,86,5,16/02/2011,Christine,1,,5.8,,16-Christine-EX376,2697
2698,2698,EX,EX486,446222.3,209039.4,95,2,16/02/2011,Christine,1,,5.7,,16-Christine-EX377,2698
2699,2699,EX,EX487,446192.3,209031.4,113,1,16/02/2011,Christine,1,,6,,16-Christine-EX378,2699
2700,2700,EX,EX488,446198.3,209012.4,75,2,16/02/2011,Christine,1,,5.4,,16-Christine-EX379,2700
2701,2701,EX,EX489,446192.3,209008.4,105,1,16/02/2011,Christine,1,,5.9,,16-Christine-EX380,2701
2702,2702,EX,EX490,446181.3,208977.4,92,2,16/02/2011,Christine,1,,6.1,,16-Christine-EX381,2702
2703,2703,EX,EX491,446170.3,208959.4,90,2,16/02/2011,Christine,1,,5.3,,16-Christine-EX382,2703
2704,2704,EX,EX492,446161.3,208949.4,103,2,16/02/2011,Christine,1,EX26,6.5,,16-Christine-EX383,2704
2705,2705,EX,EX493,446146.3,208920.4,104,2,16/02/2011,Christine,1,,5.9,,16-Christine-EX384,2705
